Normalized	Original	Bamfile	Location	Source	Subplate	Size (GB)	Type
C021-33-E65	M18574	M18574_ACAGTG-ACAGTG_L008.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M18574_ACAGTG-ACAGTG_L008.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	9.61	Exome
C021-34-E66	M16787	M16787_ACAGTG-ACAGTG_L004.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M16787_ACAGTG-ACAGTG_L004.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	9.4	Exome
C021-35-E67	M15624	M15624_ACAGTG-ACAGTG_L003.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M15624_ACAGTG-ACAGTG_L003.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	11.55	Exome
C021-36-E68	M12722b	M12722b_ACAGTG-ACAGTG_L004.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M12722b_ACAGTG-ACAGTG_L004.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	9.86	Exome
C021-37-E69	M14876	M14876_ACAGTG-ACAGTG_L005.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M14876_ACAGTG-ACAGTG_L005.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	9.81	Exome
C021-38-E70	M12421	M12421_GCCAAT-GCCAAT_L001.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M12421_GCCAAT-GCCAAT_L001.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	10.8	Exome
C021-39-E71	M5291	M5291_GCCAAT-GCCAAT_L002.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M5291_GCCAAT-GCCAAT_L002.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	12.06	Exome
C021-4-E37	M12979	M12979_CGATGT-CGATGT_L004.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M12979_CGATGT-CGATGT_L004.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	9.09	Exome
C021-40-E72	M16666	M16666_GCCAAT-GCCAAT_L003.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M16666_GCCAAT-GCCAAT_L003.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	9.51	Exome
C021-41-E73	Mcms6063	Mcms6063_GCCAAT-GCCAAT_L004.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms6063_GCCAAT-GCCAAT_L004.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	13.31	Exome
C021-42-E74	Mcms12004	Mcms12004_GCCAAT-GCCAAT_L005.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms12004_GCCAAT-GCCAAT_L005.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	10.14	Exome
C021-43-E75	Mcms14816	Mcms14816_GCCAAT-GCCAAT_L006.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms14816_GCCAAT-GCCAAT_L006.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	11.64	Exome
C021-44-E76	Mcms8789	Mcms8789_GCCAAT-GCCAAT_L007.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms8789_GCCAAT-GCCAAT_L007.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	9.92	Exome
C021-45-E77	Mcms5072a	Mcms5072a_GCCAAT-GCCAAT_L008.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms5072a_GCCAAT-GCCAAT_L008.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	8.69	Exome
C021-46-E78	Mcms22687	Mcms22687_GCCAAT-GCCAAT_L004.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22687_GCCAAT-GCCAAT_L004.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	6.02	Exome
C021-47-E79	Mcms22688	Mcms22688_GCCAAT-GCCAAT_L003.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22688_GCCAAT-GCCAAT_L003.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	7.75	Exome
C021-48-E80	Mcms21064a	Mcms21064a_GCCAAT-GCCAAT_L004.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms21064a_GCCAAT-GCCAAT_L004.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	7.52	Exome
C021-49-E81	Mcms21066a	Mcms21066a_GCCAAT-GCCAAT_L005.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms21066a_GCCAAT-GCCAAT_L005.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	5.11	Exome
C021-5-E38	M8139	M8139_CGATGT-CGATGT_L005.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M8139_CGATGT-CGATGT_L005.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	10.74	Exome
C021-50-E82	Mcms21067a	Mcms21067a_CAGATC-CAGATC_L001.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms21067a_CAGATC-CAGATC_L001.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	9.89	Exome
C021-51-E83	Mcms21070a	Mcms21070a_CAGATC-CAGATC_L002.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms21070a_CAGATC-CAGATC_L002.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	11.05	Exome
C021-52-E84	Mcms22690	Mcms22690_CAGATC-CAGATC_L003.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22690_CAGATC-CAGATC_L003.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	11.73	Exome
C021-53-E85	Mcms22691	Mcms22691_CAGATC-CAGATC_L004.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22691_CAGATC-CAGATC_L004.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	9.51	Exome
C021-54-E86	Mcms21061a	Mcms21061a_CAGATC-CAGATC_L005.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms21061a_CAGATC-CAGATC_L005.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	9.39	Exome
C021-55-E87	Mcms22692	Mcms22692_CAGATC-CAGATC_L006.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22692_CAGATC-CAGATC_L006.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	11.87	Exome
C021-56-E88	M2948	M2948_CAGATC-CAGATC_L007.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M2948_CAGATC-CAGATC_L007.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	9.32	Exome
C021-57-E89	Mcms2855	Mcms2855_CAGATC-CAGATC_L008.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms2855_CAGATC-CAGATC_L008.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	10.69	Exome
C021-58-E89	Mcms2856	Mcms2856_CAGATC-CAGATC_L004.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms2856_CAGATC-CAGATC_L004.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	7.05	Exome
C021-59-E91	Mcms22682	Mcms22682_CAGATC-CAGATC_L003.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22682_CAGATC-CAGATC_L003.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	7	Exome
C021-6-E39	M16967	M16967_CGATGT-CGATGT_L006.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M16967_CGATGT-CGATGT_L006.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	8.04	Exome
C021-60-E92	Mcms0665a	Mcms0665a_CAGATC-CAGATC_L004.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms0665a_CAGATC-CAGATC_L004.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	9.22	Exome
C021-61-E93	Mcms22720	Mcms22720_CGATGT-CGATGT_L003.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22720_CGATGT-CGATGT_L003.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	14.2	Exome
C021-62-E94	M7053	M7053_CGATGT-CGATGT_L008.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M7053_CGATGT-CGATGT_L008.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	12.92	Exome
C021-63-E95	M17992	M17992_CTTGTA-CTTGTA_L005.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M17992_CTTGTA-CTTGTA_L005.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	12.01	Exome
C021-64-E96	Mcms22722	Mcms22722_CGATGT-CGATGT_L002.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22722_CGATGT-CGATGT_L002.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	13.49	Exome
C021-65-E97	Mcms12803D	Mcms12803D_CGATGT-CGATGT_L002.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms12803D_CGATGT-CGATGT_L002.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	9.7	Exome
C021-66-E98	Mcms22714	Mcms22714_CTTGTA-CTTGTA_L004.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22714_CTTGTA-CTTGTA_L004.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	9.43	Exome
C021-67-E99	Mcms4257	Mcms4257_25_20_CGATGT-CGATGT_L007.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms4257_25_20_CGATGT-CGATGT_L007.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	12.14	Exome
C021-68-E100	Mcms13031a	Mcms13031a_CGATGT-CGATGT_L001.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms13031a_CGATGT-CGATGT_L001.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	12.62	Exome
C021-69-E101	Mcms22684	Mcms22684_CGATGT-CGATGT_L008.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22684_CGATGT-CGATGT_L008.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	13.64	Exome
C021-7-E40	M16488	M16488_CGATGT-CGATGT_L007.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M16488_CGATGT-CGATGT_L007.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	21.09	Exome
C021-70-E102	Mcms5622	Mcms5622_CGATGT-CGATGT_L003.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms5622_CGATGT-CGATGT_L003.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	11.95	Exome
C021-71-E103	M4362d	M4362d_CTTGTA-CTTGTA_L001.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M4362d_CTTGTA-CTTGTA_L001.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	12.04	Exome
C021-72-E104	Mcms22753	Mcms22753_CTTGTA-CTTGTA_L006.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22753_CTTGTA-CTTGTA_L006.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	9.35	Exome
C021-73-E105	Mcms22717	Mcms22717_CTTGTA-CTTGTA_L008.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22717_CTTGTA-CTTGTA_L008.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	10.43	Exome
C021-74-E106	Mcms0796	Mcms0796_CAGATC-CAGATC_L005.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms0796_CAGATC-CAGATC_L005.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	8.99	Exome
C021-75-E107	Mcms0800	Mcms0800_CGATGT-CGATGT_L001.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms0800_CGATGT-CGATGT_L001.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	12.17	Exome
C021-76-E108	Mcms2139	Mcms2139_CGATGT-CGATGT_L006.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms2139_CGATGT-CGATGT_L006.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	12.6	Exome
C021-77-E109	Mcms2148	Mcms2148_CTTGTA-CTTGTA_L004.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms2148_CTTGTA-CTTGTA_L004.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	9.81	Exome
C021-78-E110	Mcms2171	Mcms2171_CTTGTA-CTTGTA_L007.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms2171_CTTGTA-CTTGTA_L007.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	4.75	Exome
C021-79-E111	Mcms2189	Mcms2189_CTTGTA-CTTGTA_L005.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms2189_CTTGTA-CTTGTA_L005.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	7.77	Exome
C021-8-E41	M14364	M14364_CGATGT-CGATGT_L008.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M14364_CGATGT-CGATGT_L008.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	10.79	Exome
C021-80-E112	Mcms22080B	Mcms22080B_TGACCA-TGACCA_L007.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22080B_TGACCA-TGACCA_L007.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	10.25	Exome
C021-81-E113	Mcms22076c	Mcms22076c_CTTGTA-CTTGTA_L003.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22076c_CTTGTA-CTTGTA_L003.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	5.98	Exome
C021-82-E114	Mcms22724	Mcms22724_CTTGTA-CTTGTA_L002.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22724_CTTGTA-CTTGTA_L002.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	8.58	Exome
C021-83-E115	Mcms22729	Mcms22729_CTTGTA-CTTGTA_L004.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22729_CTTGTA-CTTGTA_L004.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	8.38	Exome
C021-84-E116	Mcms22715	Mcms22715_CGATGT-CGATGT_L004.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms22715_CGATGT-CGATGT_L004.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	13.9	Exome
C021-86-E117	Mcms11709	Mcms11709_CTTGTA-CTTGTA_L003.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms11709_CTTGTA-CTTGTA_L003.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	11.36	Exome
C021-87-E118	Mcms17117a	Mcms17117a_TGACCA-TGACCA_L006.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/Mcms17117a_TGACCA-TGACCA_L006.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	10.66	Exome
C021-88-E208	M_C021-88_004_004_TGACCA-TGACCA_L002	M_C021-88_004_004_TGACCA-TGACCA_L002.ided.sort.dedup.indaln.mate.recal.bam	/projects2/murat2/aligned/M_C021-88_004_004_TGACCA-TGACCA_L002.ided.sort.dedup.indaln.mate.recal.bam	Murat2		8	Exome
C021-89-E209	M_C021-89_007_007_CAGATC-CAGATC_L006	M_C021-89_007_007_CAGATC-CAGATC_L006.ided.sort.dedup.indaln.mate.recal.bam	/projects2/murat2/aligned/M_C021-89_007_007_CAGATC-CAGATC_L006.ided.sort.dedup.indaln.mate.recal.bam	Murat2		9.2	Exome
C021-9-E42	M12986	M12986_CGATGT-CGATGT_L004.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/M12986_CGATGT-CGATGT_L004.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Greenwood	12.29	Exome
C021-90-E210	M_C021-90_004_004_TGACCA-TGACCA_L006	M_C021-90_004_004_TGACCA-TGACCA_L006.ided.sort.dedup.indaln.mate.recal.bam	/projects2/murat2/aligned/M_C021-90_004_004_TGACCA-TGACCA_L006.ided.sort.dedup.indaln.mate.recal.bam	Murat2		14.19	Exome
C021-91-E211	M_C021-91_006_006_GCCAAT-GCCAAT_L006	M_C021-91_006_006_GCCAAT-GCCAAT_L006.ided.sort.dedup.indaln.mate.recal.bam	/projects2/murat2/aligned/M_C021-91_006_006_GCCAAT-GCCAAT_L006.ided.sort.dedup.indaln.mate.recal.bam	Murat2		8.29	Exome
C021-92-E212	M_C021-92_006_006_GCCAAT-GCCAAT_L001	M_C021-92_006_006_GCCAAT-GCCAAT_L001.ided.sort.dedup.indaln.mate.recal.bam	/projects2/murat2/aligned/M_C021-92_006_006_GCCAAT-GCCAAT_L001.ided.sort.dedup.indaln.mate.recal.bam	Murat2		10.46	Exome
C021-93-E213	M_C021-93_007_007_CAGATC-CAGATC_L001	M_C021-93_007_007_CAGATC-CAGATC_L001.ided.sort.dedup.indaln.mate.recal.bam	/projects2/murat2/aligned/M_C021-93_007_007_CAGATC-CAGATC_L001.ided.sort.dedup.indaln.mate.recal.bam	Murat2		10.05	Exome
C021-95-E214	M_C021-95_012_012_CTTGTA-CTTGTA_L001	M_C021-95_012_012_CTTGTA-CTTGTA_L001.ided.sort.dedup.indaln.mate.recal.bam	/projects2/murat2/aligned/M_C021-95_012_012_CTTGTA-CTTGTA_L001.ided.sort.dedup.indaln.mate.recal.bam	Murat2		9.5	Exome
C021-97-E215	M_C021-97_012_012_CTTGTA-CTTGTA_L002	M_C021-97_012_012_CTTGTA-CTTGTA_L002.ided.sort.dedup.indaln.mate.recal.bam	/projects2/murat2/aligned/M_C021-97_012_012_CTTGTA-CTTGTA_L002.ided.sort.dedup.indaln.mate.recal.bam	Murat2		7.71	Exome
C021-98-E216	M_C021-98_002_002_CGATGT-CGATGT_L003	M_C021-98_002_002_CGATGT-CGATGT_L003.ided.sort.dedup.indaln.mate.recal.bam	/projects2/murat2/aligned/M_C021-98_002_002_CGATGT-CGATGT_L003.ided.sort.dedup.indaln.mate.recal.bam	Murat2		8.72	Exome
C021-99-E217	M_C021-99_004_004_TGACCA-TGACCA_L003	M_C021-99_004_004_TGACCA-TGACCA_L003.ided.sort.dedup.indaln.mate.recal.bam	/projects2/murat2/aligned/M_C021-99_004_004_TGACCA-TGACCA_L003.ided.sort.dedup.indaln.mate.recal.bam	Murat2		8.16	Exome
C023-1-E3	MP44	MP44_TGACCA-TGACCA_L008.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP44_TGACCA-TGACCA_L008.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	11.81	Exome
C023-11-E11	MP235	MP235_TGACCA-TGACCA_L004.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP235_TGACCA-TGACCA_L004.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	13.05	Exome
C023-12-E12	MP239	MP239_ACAGTG-ACAGTG_L006.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP239_ACAGTG-ACAGTG_L006.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	7.01	Exome
C023-13-E13	MP250	MP250_GCCAAT-GCCAAT_L006.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP250_GCCAAT-GCCAAT_L006.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	9.53	Exome
C023-14-E14	MP256	MP256_CAGATC-CAGATC_L006.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP256_CAGATC-CAGATC_L006.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	9.97	Exome
C023-15-E15	MP261	MP261_CTTGTA-CTTGTA_L006.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP261_CTTGTA-CTTGTA_L006.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	8.42	Exome
C023-16-E16	MP262	MP262_ACAGTG-ACAGTG_L007.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP262_ACAGTG-ACAGTG_L007.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	10.43	Exome
C023-17-E17	MP283	MP283_GCCAAT-GCCAAT_L007.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP283_GCCAAT-GCCAAT_L007.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	8.59	Exome
C023-18-E18	MP297	MP297_CAGATC-CAGATC_L007.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP297_CAGATC-CAGATC_L007.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	8.09	Exome
C023-19-E19	MP304	MP304_CTTGTA-CTTGTA_L007.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP304_CTTGTA-CTTGTA_L007.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	8.41	Exome
C023-2-E4	MP54	MP54_TGACCA-TGACCA_L001.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP54_TGACCA-TGACCA_L001.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	8.97	Exome
C023-20-E20	MP321	MP321_ACAGTG-ACAGTG_L008.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP321_ACAGTG-ACAGTG_L008.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	7.69	Exome
C023-21-E21	MP322	MP322_CAGATC-CAGATC_L008.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP322_CAGATC-CAGATC_L008.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	11.41	Exome
C023-22-E22	MP332	MP332_GCCAAT-GCCAAT_L008.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP332_GCCAAT-GCCAAT_L008.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	9.12	Exome
C023-23-E23	MP341	MP341_CAGATC-CAGATC_L001.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP341_CAGATC-CAGATC_L001.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	9.07	Exome
C023-24-E24	MP349	MP349_CAGATC-CAGATC_L008.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP349_CAGATC-CAGATC_L008.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	6.43	Exome
C023-25-E25	MP375	MP375_CTTGTA-CTTGTA_L008.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP375_CTTGTA-CTTGTA_L008.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	10.29	Exome
C023-26-E26	MP430	MP430_ACAGTG-ACAGTG_L001.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP430_ACAGTG-ACAGTG_L001.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	5.49	Exome
C023-27-E27	MP452	MP452_CTTGTA-CTTGTA_L008.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP452_CTTGTA-CTTGTA_L008.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	10.18	Exome
C023-28-E28	MP483	MP483_CTTGTA-CTTGTA_L001.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP483_CTTGTA-CTTGTA_L001.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	13.28	Exome
C023-29-E29	MP493	MP493_GCCAAT-GCCAAT_L001.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP493_GCCAAT-GCCAAT_L001.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	6.52	Exome
C023-3-E5	MP61	MP61_TGACCA-TGACCA_L008.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP61_TGACCA-TGACCA_L008.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	8.8	Exome
C023-30-E30	MP504	MP504_CAGATC-CAGATC_L001.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP504_CAGATC-CAGATC_L001.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	8.24	Exome
C023-31-E31	MP516	MP516_CTTGTA-CTTGTA_L001.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP516_CTTGTA-CTTGTA_L001.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	10.32	Exome
C023-32-E32	MP525	MP525_ACAGTG-ACAGTG_L008.ided.sort.dedup.indaln.mate.recal.bam	/projects/gleeson-storage/escott/murat1/aligned/MP525_ACAGTG-ACAGTG_L008.ided.sort.dedup.indaln.mate.recal.bam	Murat1	Chelly	7.62	Exome
